Code,Description,last_updated
M998,Other biomechanical lesions,09-12-2025
M9980,Other biomechanical lesions of head region,09-12-2025
M9981,Other biomechanical lesions of cervical region,09-12-2025
M9982,Other biomechanical lesions of thoracic region,09-12-2025
M9983,Other biomechanical lesions of lumbar region,09-12-2025
M9984,Other biomechanical lesions of sacral region,09-12-2025
M9985,Other biomechanical lesions of pelvic region,09-12-2025
M9986,Other biomechanical lesions of lower extremity,09-12-2025
M9987,Other biomechanical lesions of upper extremity,09-12-2025
M9988,Other biomechanical lesions of rib cage,09-12-2025
M9989,Other biomechanical lesions of abdomen and other regions,09-12-2025
M999,"Biomechanical lesion, unspecified",09-12-2025
N00,Acute nephritic syndrome,09-12-2025
N000,Acute nephritic syndrome with minor glomerular abnormality,09-12-2025
N001,Acute neph syndrome w focal and segmental glomerular lesions,09-12-2025
N002,Acute nephritic syndrome w diffuse membranous glomrlneph,09-12-2025
N003,Acute neph syndrome w diffuse mesangial prolif glomrlneph,09-12-2025
N004,Acute neph syndrome w diffuse endocaplry prolif glomrlneph,09-12-2025
N005,Acute nephritic syndrome w diffuse mesangiocap glomrlneph,09-12-2025
N006,Acute nephritic syndrome with dense deposit disease,09-12-2025
N007,Acute nephritic syndrome w diffuse crescentic glomrlneph,09-12-2025
N008,Acute nephritic syndrome with other morphologic changes,09-12-2025
N009,Acute nephritic syndrome with unsp morphologic changes,09-12-2025
N00A,Acute nephritic syndrome with C3 glomerulonephritis,09-12-2025
N01,Rapidly progressive nephritic syndrome,09-12-2025
N010,Rapidly progr nephritic syndrome w minor glomerular abnlt,09-12-2025
N011,Rapidly progr neph synd w focal and seg glomerular lesions,09-12-2025
N012,Rapidly progr neph syndrome w diffuse membranous glomrlneph,09-12-2025
N013,Rapidly progr neph synd w diffus mesangial prolif glomrlneph,09-12-2025
N014,Rapid progr neph synd w diffus endocaplry prolif glomrlneph,09-12-2025
N015,Rapidly progr neph syndrome w diffuse mesangiocap glomrlneph,09-12-2025
N016,Rapidly progr nephritic syndrome w dense deposit disease,09-12-2025
N017,Rapidly progr neph syndrome w diffuse crescentic glomrlneph,09-12-2025
N018,Rapidly progr nephritic syndrome w oth morphologic changes,09-12-2025
N019,Rapidly progr nephritic syndrome w unsp morphologic changes,09-12-2025
N01A,Rapidly progressive nephritic syndrome with C3 glomrlneph,09-12-2025
N02,Recurrent and persistent hematuria,09-12-2025
N020,Recurrent and persistent hematuria w minor glomerular abnlt,09-12-2025
N021,Recur and perst hematur w focal and seg glomerular lesions,09-12-2025
N022,Recurrent and perst hematur w diffuse membranous glomrlneph,09-12-2025
N023,Recur and perst hematur w diffus mesangial prolif glomrlneph,09-12-2025
N024,Recur & perst hematur w diffus endocaplry prolif glomrlneph,09-12-2025
N025,Recurrent and perst hematur w diffuse mesangiocap glomrlneph,09-12-2025
N026,Recurrent and persistent hematuria w dense deposit disease,09-12-2025
N027,Recurrent and perst hematur w diffuse crescentic glomrlneph,09-12-2025
N028,Recurrent and persistent hematuria w oth morphologic changes,09-12-2025
N029,Recurrent and perst hematuria w unsp morphologic changes,09-12-2025
N02A,Recurrent and persistent hematuria with C3 glomrlneph,09-12-2025
N02B,Recurrent and persistent immunoglobulin A nephropathy,09-12-2025
N02B1,Recurrent and persistent IgA nephrop with glomerular lesion,09-12-2025
N02B2,Recur and perst IgA nephr with focal and seg glomerular lesn,09-12-2025
N02B3,Recur and perst IgA nephr w diffus membr prolif glomrlneph,09-12-2025
N02B4,Recur and perst IgA nephr with diffus membranous glomrlneph,09-12-2025
N02B5,Recur & perst IgA nephr w diffus mesangial prolif glomrlneph,09-12-2025
N02B6,Recur and perst IgA nephr with diffus mesangiocap glomrlneph,09-12-2025
N02B9,Other recurrent and persistent immunoglobulin A nephropathy,09-12-2025
N03,Chronic nephritic syndrome,09-12-2025
N030,Chronic nephritic syndrome with minor glomerular abnormality,09-12-2025
N031,Chronic neph syndrome w focal and seg glomerular lesions,09-12-2025
N032,Chronic nephritic syndrome w diffuse membranous glomrlneph,09-12-2025
N033,Chronic neph syndrome w diffuse mesangial prolif glomrlneph,09-12-2025
N034,Chronic neph syndrome w diffuse endocaplry prolif glomrlneph,09-12-2025
N035,Chronic nephritic syndrome w diffuse mesangiocap glomrlneph,09-12-2025
N036,Chronic nephritic syndrome with dense deposit disease,09-12-2025
N037,Chronic nephritic syndrome w diffuse crescentic glomrlneph,09-12-2025
N038,Chronic nephritic syndrome with other morphologic changes,09-12-2025
N039,Chronic nephritic syndrome with unsp morphologic changes,09-12-2025
N03A,Chronic nephritic syndrome with C3 glomerulonephritis,09-12-2025
N04,Nephrotic syndrome,09-12-2025
N040,Nephrotic syndrome with minor glomerular abnormality,09-12-2025
N041,Nephrotic syndrome w focal and segmental glomerular lesions,09-12-2025
N042,Nephrotic syndrome w diffuse membranous glomerulonephritis,09-12-2025
N0420,"Nephrotic syndrome with diffuse membranous glomrlneph, unsp",09-12-2025
N0421,Primary membranous nephropathy with nephrotic syndrome,09-12-2025
N0422,Secondary membranous nephropathy with nephrotic syndrome,09-12-2025
N0429,Other nephrotic syndrome with diffuse membranous glomrlneph,09-12-2025
N043,Nephrotic syndrome w diffuse mesangial prolif glomrlneph,09-12-2025
N044,Nephrotic syndrome w diffuse endocaplry prolif glomrlneph,09-12-2025
N045,Nephrotic syndrome w diffuse mesangiocapillary glomrlneph,09-12-2025
N046,Nephrotic syndrome with dense deposit disease,09-12-2025
N047,Nephrotic syndrome w diffuse crescentic glomerulonephritis,09-12-2025
N048,Nephrotic syndrome with other morphologic changes,09-12-2025
N049,Nephrotic syndrome with unspecified morphologic changes,09-12-2025
N04A,Nephrotic syndrome with C3 glomerulonephritis,09-12-2025
N05,Unspecified nephritic syndrome,09-12-2025
N050,Unsp nephritic syndrome with minor glomerular abnormality,09-12-2025
N051,Unsp neph syndrome w focal and segmental glomerular lesions,09-12-2025
N052,Unsp nephritic syndrome w diffuse membranous glomrlneph,09-12-2025
N053,Unsp neph syndrome w diffuse mesangial prolif glomrlneph,09-12-2025
N054,Unsp neph syndrome w diffuse endocaplry prolif glomrlneph,09-12-2025
N055,Unsp nephritic syndrome w diffuse mesangiocap glomrlneph,09-12-2025
N056,Unspecified nephritic syndrome with dense deposit disease,09-12-2025
N057,Unsp nephritic syndrome w diffuse crescentic glomrlneph,09-12-2025
N058,Unsp nephritic syndrome with other morphologic changes,09-12-2025
N059,Unsp nephritic syndrome with unspecified morphologic changes,09-12-2025
N05A,Unspecified nephritic syndrome with C3 glomerulonephritis,09-12-2025
N06,Isolated proteinuria with specified morphological lesion,09-12-2025
N060,Isolated proteinuria with minor glomerular abnormality,09-12-2025
N061,Isolated protein w focal and segmental glomerular lesions,09-12-2025
N062,Isolated proteinuria w diffuse membranous glomerulonephritis,09-12-2025
N0620,"Isolated protein with diffuse membranous glomrlneph, unsp",09-12-2025
N0621,Primary membranous nephropathy with isolated proteinuria,09-12-2025
N0622,Secondary membranous nephropathy with isolated proteinuria,09-12-2025
N0629,Other isolated protein with diffuse membranous glomrlneph,09-12-2025
N063,Isolated proteinuria w diffuse mesangial prolif glomrlneph,09-12-2025
N064,Isolated proteinuria w diffuse endocaplry prolif glomrlneph,09-12-2025
N065,Isolated proteinuria w diffuse mesangiocapillary glomrlneph,09-12-2025
N066,Isolated proteinuria with dense deposit disease,09-12-2025
N067,Isolated proteinuria w diffuse crescentic glomerulonephritis,09-12-2025
N068,Isolated proteinuria with other morphologic lesion,09-12-2025
N069,Isolated proteinuria with unspecified morphologic lesion,09-12-2025
N06A,Isolated proteinuria with C3 glomerulonephritis,09-12-2025
N07,"Hereditary nephropathy, not elsewhere classified",09-12-2025
N070,"Hereditary nephropathy, NEC w minor glomerular abnormality",09-12-2025
N071,"Heredit nephrop, NEC w focal and seg glomerular lesions",09-12-2025
N072,"Hereditary nephropathy, NEC w diffuse membranous glomrlneph",09-12-2025
N073,"Heredit nephrop, NEC w diffuse mesangial prolif glomrlneph",09-12-2025
N074,"Heredit nephrop, NEC w diffus endocaplry prolif glomrlneph",09-12-2025
N075,"Hereditary nephropathy, NEC w diffuse mesangiocap glomrlneph",09-12-2025
N076,"Hereditary nephropathy, NEC w dense deposit disease",09-12-2025
N077,"Hereditary nephropathy, NEC w diffuse crescentic glomrlneph",09-12-2025
N078,"Hereditary nephropathy, NEC w oth morphologic lesions",09-12-2025
N079,"Hereditary nephropathy, NEC w unsp morphologic lesions",09-12-2025
N07A,"Hereditary nephropathy, NEC with C3 glomerulonephritis",09-12-2025
N08,Glomerular disorders in diseases classified elsewhere,09-12-2025
N10,Acute pyelonephritis,09-12-2025
N11,Chronic tubulo-interstitial nephritis,09-12-2025
N110,Nonobstructive reflux-associated chronic pyelonephritis,09-12-2025
N111,Chronic obstructive pyelonephritis,09-12-2025
N118,Other chronic tubulo-interstitial nephritis,09-12-2025
N119,"Chronic tubulo-interstitial nephritis, unspecified",09-12-2025
N12,"Tubulo-interstitial nephritis, not spcf as acute or chronic",09-12-2025
N13,Obstructive and reflux uropathy,09-12-2025
N130,Hydronephrosis with ureteropelvic junction obstruction,09-12-2025
N131,"Hydronephrosis w ureteral stricture, NEC",09-12-2025
N132,Hydronephrosis with renal and ureteral calculous obstruction,09-12-2025
N133,Other and unspecified hydronephrosis,09-12-2025
N1330,Unspecified hydronephrosis,09-12-2025
N1339,Other hydronephrosis,09-12-2025
N134,Hydroureter,09-12-2025
N135,Crossing vessel and stricture of ureter w/o hydronephrosis,09-12-2025
N136,Pyonephrosis,09-12-2025
N137,Vesicoureteral-reflux,09-12-2025
N1370,"Vesicoureteral-reflux, unspecified",09-12-2025
N1371,Vesicoureteral-reflux without reflux nephropathy,09-12-2025
N1372,Vesicoureteral-reflux w reflux nephropathy w/o hydroureter,09-12-2025
N1373,Vesicoureteral-reflux w reflux nephropathy with hydroureter,09-12-2025
N138,Other obstructive and reflux uropathy,09-12-2025
N139,"Obstructive and reflux uropathy, unspecified",09-12-2025
N14,Drug- & heavy-metal-induced tubulo-interstitial & tublr cond,09-12-2025
N140,Analgesic nephropathy,09-12-2025
N141,Nephropathy induced by oth drug/meds/biol subst,09-12-2025
N1411,Contrast-induced nephropathy,09-12-2025
N1419,Nephropathy induced by other drug/meds/biol subst,09-12-2025
N142,"Nephrop induced by unsp drug, medicament or biolg sub",09-12-2025
N143,Nephropathy induced by heavy metals,09-12-2025
N144,"Toxic nephropathy, not elsewhere classified",09-12-2025
N15,Other renal tubulo-interstitial diseases,09-12-2025
N150,Balkan nephropathy,09-12-2025
N151,Renal and perinephric abscess,09-12-2025
N158,Other specified renal tubulo-interstitial diseases,09-12-2025
N159,"Renal tubulo-interstitial disease, unspecified",09-12-2025
N16,Renal tubulo-interstitial disord in diseases classd elswhr,09-12-2025
N17,Acute kidney failure,09-12-2025
N170,Acute kidney failure with tubular necrosis,09-12-2025
N171,Acute kidney failure with acute cortical necrosis,09-12-2025
N172,Acute kidney failure with medullary necrosis,09-12-2025
N178,Other acute kidney failure,09-12-2025
N179,"Acute kidney failure, unspecified",09-12-2025
N18,Chronic kidney disease (CKD),09-12-2025
N181,"Chronic kidney disease, stage 1",09-12-2025
N182,"Chronic kidney disease, stage 2 (mild)",09-12-2025
N183,"Chronic kidney disease, stage 3 (moderate)",09-12-2025
N1830,"Chronic kidney disease, stage 3 unspecified",09-12-2025
N1831,"Chronic kidney disease, stage 3a",09-12-2025
N1832,"Chronic kidney disease, stage 3b",09-12-2025
N184,"Chronic kidney disease, stage 4 (severe)",09-12-2025
N185,"Chronic kidney disease, stage 5",09-12-2025
N186,End stage renal disease,09-12-2025
N189,"Chronic kidney disease, unspecified",09-12-2025
N19,Unspecified kidney failure,09-12-2025
N20,Calculus of kidney and ureter,09-12-2025
N200,Calculus of kidney,09-12-2025
N201,Calculus of ureter,09-12-2025
N202,Calculus of kidney with calculus of ureter,09-12-2025
N209,"Urinary calculus, unspecified",09-12-2025
N21,Calculus of lower urinary tract,09-12-2025
N210,Calculus in bladder,09-12-2025
N211,Calculus in urethra,09-12-2025
N218,Other lower urinary tract calculus,09-12-2025
N219,"Calculus of lower urinary tract, unspecified",09-12-2025
N22,Calculus of urinary tract in diseases classified elsewhere,09-12-2025
N23,Unspecified renal colic,09-12-2025
N25,Disorders resulting from impaired renal tubular function,09-12-2025
N250,Renal osteodystrophy,09-12-2025
N251,Nephrogenic diabetes insipidus,09-12-2025
N258,Oth disorders resulting from impaired renal tubular function,09-12-2025
N2581,Secondary hyperparathyroidism of renal origin,09-12-2025
N2589,Oth disorders resulting from impaired renal tubular function,09-12-2025
N259,"Disorder rslt from impaired renal tubular function, unsp",09-12-2025
N26,Unspecified contracted kidney,09-12-2025
N261,Atrophy of kidney (terminal),09-12-2025
N262,Page kidney,09-12-2025
N269,"Renal sclerosis, unspecified",09-12-2025
N27,Small kidney of unknown cause,09-12-2025
N270,"Small kidney, unilateral",09-12-2025
N271,"Small kidney, bilateral",09-12-2025
N279,"Small kidney, unspecified",09-12-2025
N28,"Oth disorders of kidney and ureter, not elsewhere classified",09-12-2025
N280,Ischemia and infarction of kidney,09-12-2025
N281,"Cyst of kidney, acquired",09-12-2025
N288,Other specified disorders of kidney and ureter,09-12-2025
N2881,Hypertrophy of kidney,09-12-2025
N2882,Megaloureter,09-12-2025
N2883,Nephroptosis,09-12-2025
N2884,Pyelitis cystica,09-12-2025
N2885,Pyeloureteritis cystica,09-12-2025
N2886,Ureteritis cystica,09-12-2025
N2889,Other specified disorders of kidney and ureter,09-12-2025
N289,"Disorder of kidney and ureter, unspecified",09-12-2025
N29,Oth disorders of kidney and ureter in diseases classd elswhr,09-12-2025
N30,Cystitis,09-12-2025
N300,Acute cystitis,09-12-2025
N3000,Acute cystitis without hematuria,09-12-2025
N3001,Acute cystitis with hematuria,09-12-2025
N301,Interstitial cystitis (chronic),09-12-2025
N3010,Interstitial cystitis (chronic) without hematuria,09-12-2025
N3011,Interstitial cystitis (chronic) with hematuria,09-12-2025
N302,Other chronic cystitis,09-12-2025
N3020,Other chronic cystitis without hematuria,09-12-2025
N3021,Other chronic cystitis with hematuria,09-12-2025
N303,Trigonitis,09-12-2025
N3030,Trigonitis without hematuria,09-12-2025
N3031,Trigonitis with hematuria,09-12-2025
N304,Irradiation cystitis,09-12-2025
N3040,Irradiation cystitis without hematuria,09-12-2025
N3041,Irradiation cystitis with hematuria,09-12-2025
N308,Other cystitis,09-12-2025
N3080,Other cystitis without hematuria,09-12-2025
N3081,Other cystitis with hematuria,09-12-2025
N309,"Cystitis, unspecified",09-12-2025
N3090,"Cystitis, unspecified without hematuria",09-12-2025
N3091,"Cystitis, unspecified with hematuria",09-12-2025
N31,"Neuromuscular dysfunction of bladder, NEC",09-12-2025
N310,"Uninhibited neuropathic bladder, not elsewhere classified",09-12-2025
N311,"Reflex neuropathic bladder, not elsewhere classified",09-12-2025
N312,"Flaccid neuropathic bladder, not elsewhere classified",09-12-2025
N318,Other neuromuscular dysfunction of bladder,09-12-2025
N319,"Neuromuscular dysfunction of bladder, unspecified",09-12-2025
N32,Other disorders of bladder,09-12-2025
N320,Bladder-neck obstruction,09-12-2025
N321,Vesicointestinal fistula,09-12-2025
N322,"Vesical fistula, not elsewhere classified",09-12-2025
N323,Diverticulum of bladder,09-12-2025
N328,Other specified disorders of bladder,09-12-2025
N3281,Overactive bladder,09-12-2025
N3289,Other specified disorders of bladder,09-12-2025
N329,"Bladder disorder, unspecified",09-12-2025
N33,Bladder disorders in diseases classified elsewhere,09-12-2025
N34,Urethritis and urethral syndrome,09-12-2025
N340,Urethral abscess,09-12-2025
N341,Nonspecific urethritis,09-12-2025
N342,Other urethritis,09-12-2025
N343,"Urethral syndrome, unspecified",09-12-2025
N35,Urethral stricture,09-12-2025
N350,Post-traumatic urethral stricture,09-12-2025
N3501,"Post-traumatic urethral stricture, male",09-12-2025
N3502,"Post-traumatic urethral stricture, female",09-12-2025
N351,"Postinfective urethral stricture, not elsewhere classified",09-12-2025
N3511,"Postinfective urethral stricture, NEC, male",09-12-2025
N3512,"Postinfective urethral stricture, NEC, female",09-12-2025
N358,Other urethral stricture,09-12-2025
N3581,"Other urethral stricture, male",09-12-2025
N3582,"Other urethral stricture, female",09-12-2025
N359,"Urethral stricture, unspecified",09-12-2025
N3591,"Urethral stricture, unspecified, male",09-12-2025
N3592,"Unspecified urethral stricture, female",09-12-2025
N36,Other disorders of urethra,09-12-2025
N360,Urethral fistula,09-12-2025
N361,Urethral diverticulum,09-12-2025
N362,Urethral caruncle,09-12-2025
N364,Urethral functional and muscular disorders,09-12-2025
N3641,Hypermobility of urethra,09-12-2025
N3642,Intrinsic sphincter deficiency (ISD),09-12-2025
N3643,Combined hypermobility of urethra and intrns sphincter defic,09-12-2025
N3644,Muscular disorders of urethra,09-12-2025
N365,Urethral false passage,09-12-2025
N368,Other specified disorders of urethra,09-12-2025
N369,"Urethral disorder, unspecified",09-12-2025
N37,Urethral disorders in diseases classified elsewhere,09-12-2025
N39,Other disorders of urinary system,09-12-2025
N390,"Urinary tract infection, site not specified",09-12-2025
N393,Stress incontinence (female) (male),09-12-2025
N394,Other specified urinary incontinence,09-12-2025
N3941,Urge incontinence,09-12-2025
N3942,Incontinence without sensory awareness,09-12-2025
N3943,Post-void dribbling,09-12-2025
N3944,Nocturnal enuresis,09-12-2025
N3945,Continuous leakage,09-12-2025
N3946,Mixed incontinence,09-12-2025
N3949,Other specified urinary incontinence,09-12-2025
N398,Other specified disorders of urinary system,09-12-2025
N399,"Disorder of urinary system, unspecified",09-12-2025
N40,Benign prostatic hyperplasia,09-12-2025
N400,Benign prostatic hyperplasia without lower urinry tract symp,09-12-2025
N401,Benign prostatic hyperplasia with lower urinary tract symp,09-12-2025
N402,Nodular prostate without lower urinary tract symptoms,09-12-2025
N403,Nodular prostate with lower urinary tract symptoms,09-12-2025
N41,Inflammatory diseases of prostate,09-12-2025
N410,Acute prostatitis,09-12-2025
N411,Chronic prostatitis,09-12-2025
N412,Abscess of prostate,09-12-2025
N413,Prostatocystitis,09-12-2025
N414,Granulomatous prostatitis,09-12-2025
N418,Other inflammatory diseases of prostate,09-12-2025
N419,"Inflammatory disease of prostate, unspecified",09-12-2025
N42,Other and unspecified disorders of prostate,09-12-2025
N420,Calculus of prostate,09-12-2025
N421,Congestion and hemorrhage of prostate,09-12-2025
N423,Dysplasia of prostate,09-12-2025
N4230,Unspecified dysplasia of prostate,09-12-2025
N4231,Prostatic intraepithelial neoplasia,09-12-2025
N4232,Atypical small acinar proliferation of prostate,09-12-2025
N4239,Other dysplasia of prostate,09-12-2025
N428,Other specified disorders of prostate,09-12-2025
N4281,Prostatodynia syndrome,09-12-2025
N4282,Prostatosis syndrome,09-12-2025
N4283,Cyst of prostate,09-12-2025
N4289,Other specified disorders of prostate,09-12-2025
N429,"Disorder of prostate, unspecified",09-12-2025
N43,Hydrocele and spermatocele,09-12-2025
N430,Encysted hydrocele,09-12-2025
N431,Infected hydrocele,09-12-2025
N432,Other hydrocele,09-12-2025
N433,"Hydrocele, unspecified",09-12-2025
N434,Spermatocele of epididymis,09-12-2025
N4340,"Spermatocele of epididymis, unspecified",09-12-2025
N4341,"Spermatocele of epididymis, single",09-12-2025
N4342,"Spermatocele of epididymis, multiple",09-12-2025
N44,Noninflammatory disorders of testis,09-12-2025
N440,Torsion of testis,09-12-2025
N4400,"Torsion of testis, unspecified",09-12-2025
N4401,Extravaginal torsion of spermatic cord,09-12-2025
N4402,Intravaginal torsion of spermatic cord,09-12-2025
N4403,Torsion of appendix testis,09-12-2025
N4404,Torsion of appendix epididymis,09-12-2025
N441,Cyst of tunica albuginea testis,09-12-2025
N442,Benign cyst of testis,09-12-2025
N448,Other noninflammatory disorders of the testis,09-12-2025
N45,Orchitis and epididymitis,09-12-2025
N451,Epididymitis,09-12-2025
N452,Orchitis,09-12-2025
N453,Epididymo-orchitis,09-12-2025
N454,Abscess of epididymis or testis,09-12-2025
N46,Male infertility,09-12-2025
N460,Azoospermia,09-12-2025
N4601,Organic azoospermia,09-12-2025
N4602,Azoospermia due to extratesticular causes,09-12-2025
N461,Oligospermia,09-12-2025
N4611,Organic oligospermia,09-12-2025
N4612,Oligospermia due to extratesticular causes,09-12-2025
N468,Other male infertility,09-12-2025
N469,"Male infertility, unspecified",09-12-2025
N47,Disorders of prepuce,09-12-2025
N470,"Adherent prepuce, newborn",09-12-2025
N471,Phimosis,09-12-2025
N472,Paraphimosis,09-12-2025
N473,Deficient foreskin,09-12-2025
N474,Benign cyst of prepuce,09-12-2025
N475,Adhesions of prepuce and glans penis,09-12-2025
N476,Balanoposthitis,09-12-2025
N477,Other inflammatory diseases of prepuce,09-12-2025
N478,Other disorders of prepuce,09-12-2025
N48,Other disorders of penis,09-12-2025
N480,Leukoplakia of penis,09-12-2025
N481,Balanitis,09-12-2025
N482,Other inflammatory disorders of penis,09-12-2025
N4821,Abscess of corpus cavernosum and penis,09-12-2025
N4822,Cellulitis of corpus cavernosum and penis,09-12-2025
N4829,Other inflammatory disorders of penis,09-12-2025
N483,Priapism,09-12-2025
N4830,"Priapism, unspecified",09-12-2025
N4831,Priapism due to trauma,09-12-2025
N4832,Priapism due to disease classified elsewhere,09-12-2025
N4833,"Priapism, drug-induced",09-12-2025
N4839,Other priapism,09-12-2025
N485,Ulcer of penis,09-12-2025
N486,Induration penis plastica,09-12-2025
N488,Other specified disorders of penis,09-12-2025
N4881,Thrombosis of superficial vein of penis,09-12-2025
N4882,Acquired torsion of penis,09-12-2025
N4883,Acquired buried penis,09-12-2025
N4889,Other specified disorders of penis,09-12-2025
N489,"Disorder of penis, unspecified",09-12-2025
N49,"Inflammatory disorders of male genital organs, NEC",09-12-2025
N490,Inflammatory disorders of seminal vesicle,09-12-2025
N491,"Inflam disorders of sperm cord, tunica vaginalis and vas def",09-12-2025
N492,Inflammatory disorders of scrotum,09-12-2025
N493,Fournier gangrene,09-12-2025
N498,Inflammatory disorders of oth male genital organs,09-12-2025
N499,Inflammatory disorder of unspecified male genital organ,09-12-2025
N50,Other and unspecified disorders of male genital organs,09-12-2025
N500,Atrophy of testis,09-12-2025
N501,Vascular disorders of male genital organs,09-12-2025
N503,Cyst of epididymis,09-12-2025
N508,Other specified disorders of male genital organs,09-12-2025
N5081,Testicular pain,09-12-2025
N5082,Scrotal pain,09-12-2025
N5089,Other specified disorders of the male genital organs,09-12-2025
N509,"Disorder of male genital organs, unspecified",09-12-2025
N51,Disorders of male genital organs in diseases classd elswhr,09-12-2025
N52,Male erectile dysfunction,09-12-2025
N520,Vasculogenic erectile dysfunction,09-12-2025
N5201,Erectile dysfunction due to arterial insufficiency,09-12-2025
N5202,Corporo-venous occlusive erectile dysfunction,09-12-2025
N5203,Comb artrl insuff & corporo-venous occlusv erectile dysfnct,09-12-2025
N521,Erectile dysfunction due to diseases classified elsewhere,09-12-2025
N522,Drug-induced erectile dysfunction,09-12-2025
N523,Postprocedural erectile dysfunction,09-12-2025
N5231,Erectile dysfunction following radical prostatectomy,09-12-2025
N5232,Erectile dysfunction following radical cystectomy,09-12-2025
N5233,Erectile dysfunction following urethral surgery,09-12-2025
N5234,Erectile dysfunction following simple prostatectomy,09-12-2025
N5235,Erectile dysfunction following radiation therapy,09-12-2025
N5236,Erectile dysfunction following interstitial seed therapy,09-12-2025
N5237,Erectile dysfunction following prostate ablative therapy,09-12-2025
N5239,Other and unspecified postprocedural erectile dysfunction,09-12-2025
N528,Other male erectile dysfunction,09-12-2025
N529,"Male erectile dysfunction, unspecified",09-12-2025
N53,Other male sexual dysfunction,09-12-2025
N531,Ejaculatory dysfunction,09-12-2025
N5311,Retarded ejaculation,09-12-2025
N5312,Painful ejaculation,09-12-2025
N5313,Anejaculatory orgasm,09-12-2025
N5314,Retrograde ejaculation,09-12-2025
N5319,Other ejaculatory dysfunction,09-12-2025
N538,Other male sexual dysfunction,09-12-2025
N539,Unspecified male sexual dysfunction,09-12-2025
N60,Benign mammary dysplasia,09-12-2025
N600,Solitary cyst of breast,09-12-2025
N6001,Solitary cyst of right breast,09-12-2025
N6002,Solitary cyst of left breast,09-12-2025
N6009,Solitary cyst of unspecified breast,09-12-2025
N601,Diffuse cystic mastopathy,09-12-2025
N6011,Diffuse cystic mastopathy of right breast,09-12-2025
N6012,Diffuse cystic mastopathy of left breast,09-12-2025
N6019,Diffuse cystic mastopathy of unspecified breast,09-12-2025
N602,Fibroadenosis of breast,09-12-2025
N6021,Fibroadenosis of right breast,09-12-2025
N6022,Fibroadenosis of left breast,09-12-2025
N6029,Fibroadenosis of unspecified breast,09-12-2025
N603,Fibrosclerosis of breast,09-12-2025
N6031,Fibrosclerosis of right breast,09-12-2025
N6032,Fibrosclerosis of left breast,09-12-2025
N6039,Fibrosclerosis of unspecified breast,09-12-2025
N604,Mammary duct ectasia,09-12-2025
N6041,Mammary duct ectasia of right breast,09-12-2025
N6042,Mammary duct ectasia of left breast,09-12-2025
N6049,Mammary duct ectasia of unspecified breast,09-12-2025
N608,Other benign mammary dysplasias,09-12-2025
N6081,Other benign mammary dysplasias of right breast,09-12-2025
N6082,Other benign mammary dysplasias of left breast,09-12-2025
N6089,Other benign mammary dysplasias of unspecified breast,09-12-2025
N609,Unspecified benign mammary dysplasia,09-12-2025
N6091,Unspecified benign mammary dysplasia of right breast,09-12-2025
N6092,Unspecified benign mammary dysplasia of left breast,09-12-2025
N6099,Unspecified benign mammary dysplasia of unspecified breast,09-12-2025
N61,Inflammatory disorders of breast,09-12-2025
N610,Mastitis without abscess,09-12-2025
N611,Abscess of the breast and nipple,09-12-2025
N612,Granulomatous mastitis,09-12-2025
N6120,"Granulomatous mastitis, unspecified breast",09-12-2025
N6121,"Granulomatous mastitis, right breast",09-12-2025
N6122,"Granulomatous mastitis, left breast",09-12-2025
N6123,"Granulomatous mastitis, bilateral breast",09-12-2025
N62,Hypertrophy of breast,09-12-2025
N63,Unspecified lump in breast,09-12-2025
N630,Unspecified lump in unspecified breast,09-12-2025
N631,Unspecified lump in the right breast,09-12-2025
N6310,"Unspecified lump in the right breast, unspecified quadrant",09-12-2025
N6311,"Unspecified lump in the right breast, upper outer quadrant",09-12-2025
N6312,"Unspecified lump in the right breast, upper inner quadrant",09-12-2025
N6313,"Unspecified lump in the right breast, lower outer quadrant",09-12-2025
N6314,"Unspecified lump in the right breast, lower inner quadrant",09-12-2025
N6315,"Unspecified lump in the right breast, overlapping quadrants",09-12-2025
N632,Unspecified lump in the left breast,09-12-2025
N6320,"Unspecified lump in the left breast, unspecified quadrant",09-12-2025
N6321,"Unspecified lump in the left breast, upper outer quadrant",09-12-2025
N6322,"Unspecified lump in the left breast, upper inner quadrant",09-12-2025
N6323,"Unspecified lump in the left breast, lower outer quadrant",09-12-2025
N6324,"Unspecified lump in the left breast, lower inner quadrant",09-12-2025
N6325,"Unspecified lump in the left breast, overlapping quadrants",09-12-2025
N633,Unspecified lump in axillary tail,09-12-2025
N6331,Unspecified lump in axillary tail of the right breast,09-12-2025
N6332,Unspecified lump in axillary tail of the left breast,09-12-2025
N634,"Unspecified lump in breast, subareolar",09-12-2025
N6341,"Unspecified lump in right breast, subareolar",09-12-2025
N6342,"Unspecified lump in left breast, subareolar",09-12-2025
N64,Other disorders of breast,09-12-2025
N640,Fissure and fistula of nipple,09-12-2025
N641,Fat necrosis of breast,09-12-2025
N642,Atrophy of breast,09-12-2025
N643,Galactorrhea not associated with childbirth,09-12-2025
N644,Mastodynia,09-12-2025
N645,Other signs and symptoms in breast,09-12-2025
N6451,Induration of breast,09-12-2025
N6452,Nipple discharge,09-12-2025
N6453,Retraction of nipple,09-12-2025
N6459,Other signs and symptoms in breast,09-12-2025
N648,Other specified disorders of breast,09-12-2025
N6481,Ptosis of breast,09-12-2025
N6482,Hypoplasia of breast,09-12-2025
